topic_id,n_ai,n_human,ai_dispersion,human_dispersion,ratio_ai_to_human
T03,30,10,0.6690662219004575,0.9365228890824832,0.7144152371502052
T05,30,10,0.6549135384493855,0.8850963870916565,0.7399347099374903
T10,30,10,0.6690851790179888,0.8553741990643562,0.7822134216227962
T12,30,10,0.6355374371032422,0.8612336424275231,0.7379384708101735
