topic_id,n_ai,n_human,ai_dispersion,human_dispersion,ratio_ai_to_human
T03,30,10,0.7113328016624081,0.9335058085779999,0.7620014735055309
T05,30,10,0.6903821221622473,0.8840767927389829,0.7809074141889363
T10,30,10,0.7304427922519551,0.8566876592130318,0.8526360621594019
T12,30,10,0.6914697191386006,0.8646948009668798,0.7996691067940003
