topic_id,n_ai,n_human,ai_dispersion,human_dispersion,ratio_ai_to_human
T03,11,10,0.5864406629766831,0.9384513491090849,0.6249025733016615
T05,10,10,0.4874562730934984,0.8994780339830517,0.541932381533492
T10,10,10,0.5696507367337312,0.86985768188829,0.6548780893641492
T12,10,10,0.5532008729628844,0.887532624035812,0.6233020150260559
