topic_id,n_ai,n_human,ai_dispersion,human_dispersion,ratio_ai_to_human
T03,30,10,0.6564764402608239,0.931549995170829,0.7047141255584873
T05,30,10,0.5588353377783113,0.882859320543083,0.6329834490896564
T10,30,10,0.6509983522139681,0.8473324195976536,0.7682915667537983
T12,30,10,0.6266070062462903,0.8636502823117062,0.7255332616450615
