topic_id,n,p_supports,p_neutral,p_refutes,entropy_bits,entropy_bits_mm,k_observed,truth_direction,truth_divergence_rate
T03,30,0.9666666666666667,0.03333333333333333,0.0,0.21084230031853213,0.23488721766668152,2,NEUTRAL,0.9666666666666667
T05,30,0.0,0.0,1.0,-0.0,0.0,1,REFUTES,0.0
T10,27,1.0,0.0,0.0,-0.0,0.0,1,SUPPORTS,0.0
T12,27,0.9259259259259259,0.07407407407407407,0.0,0.3809465857053901,0.4076631605366672,2,NEUTRAL,0.9259259259259259
