topic_id,n_ai,n_human,ai_dispersion,human_dispersion,ratio_ai_to_human
T03,30,10,0.6246067609219467,0.9342507380378632,0.6685643751630975
T05,30,10,0.6621203145628718,0.8827900300201926,0.7500314820589067
T10,30,10,0.6744414471767853,0.8502479347096777,0.7932291507501014
T12,30,10,0.6330593812907477,0.8587424223213059,0.7371935575041185
